session_id,cashier_id,terminal_id,member_id,session_type,duration_min,order_transfer,usage,discount,total
19899,2,5,,Standard,115,6.47,15.79,0.0,22.26
19900,4,16,,Standard,43,5.73,5.63,0.0,11.36
19901,1,12,,Standard,55,3.52,7.6,0.0,11.12
19902,2,11,,Standard,108,3.9,13.42,0.0,17.32
19903,3,11,,Standard,53,5.62,6.96,0.0,12.58
19904,1,12,,Standard,63,0.5,9.67,0.0,10.17
19905,3,1,63.0,Member,177,3.15,13.98,0.0,17.13
19906,4,8,,Time Limited,87,1.61,7.99,0.05,9.55
19907,5,6,49.0,Member,99,0.58,15.02,0.0,15.6
19908,1,7,,Standard,100,3.67,6.04,1.37,8.34
19909,3,16,38.0,Member,52,3.82,5.2,0.0,9.02
19910,1,8,,Standard,107,4.72,10.9,2.6,13.02
19911,5,16,,Time Limited,58,6.12,5.99,0.0,12.11
19912,4,4,,Time Limited,61,7.63,4.73,0.0,12.36
19913,1,11,5.0,Member,60,6.67,5.13,0.0,11.8
19914,2,10,7.0,Member,104,0.49,15.14,0.0,15.63
19915,1,12,,Free,46,1.72,5.82,0.0,7.54
19916,5,9,8.0,Member,173,2.39,23.79,0.0,26.18
19917,2,1,,Standard,116,2.16,10.35,0.16,12.35
19918,5,13,6.0,Member,176,5.42,17.67,2.82,20.27
19919,2,5,,Standard,141,4.38,12.3,0.0,16.68
19920,2,15,,Standard,147,4.81,23.16,2.29,25.68
19921,3,11,,Administrator,33,0.33,3.16,0.0,3.49
19922,5,10,29.0,Member,171,6.65,16.18,0.0,22.83
19923,4,13,,Standard,86,0.04,10.95,0.0,10.99
19924,1,5,,Standard,130,0.66,9.35,0.0,10.01
19925,4,16,,Free,22,7.71,1.9,1.86,7.75
19926,2,9,,Standard,70,3.89,10.16,0.0,14.05
19927,4,2,1.0,Member,121,6.97,16.15,0.0,23.12
19928,4,10,,Standard,116,3.87,8.99,0.0,12.86
19929,3,4,,Standard,118,0.92,14.04,0.0,14.96
19930,1,1,,Standard,83,7.21,7.12,0.0,14.33
19931,4,16,,Standard,106,5.8,8.31,0.0,14.11
19932,1,1,1.0,Member,160,7.8,15.18,0.0,22.98
19933,5,6,,Time Limited,37,0.4,5.29,1.89,3.8
19934,4,3,,Time Limited,87,5.32,7.74,0.0,13.06
19935,2,13,,Standard,141,1.29,8.49,0.0,9.78
19936,4,6,38.0,Member,157,3.93,16.03,2.31,17.65
19937,4,14,,Standard,70,3.27,9.31,0.0,12.58
19938,1,4,,Standard,125,0.58,16.46,0.0,17.04
19939,4,3,59.0,Member,141,6.47,11.96,0.0,18.43
19940,2,10,,Administrator,23,0.93,2.84,0.0,3.77
19941,3,1,,Time Limited,82,1.21,12.56,2.72,11.05
19942,4,8,,Free,30,2.51,3.71,0.0,6.22
19943,1,7,,Standard,60,5.64,6.87,0.0,12.51
19944,1,15,,Time Limited,72,2.52,9.72,0.0,12.24
19945,4,6,,Standard,43,5.43,2.68,0.0,8.11
19946,5,1,,Standard,139,2.21,20.92,0.0,23.13
19947,4,2,35.0,Member,120,6.21,11.21,0.0,17.42
19948,4,2,,Standard,107,6.38,15.31,2.82,18.87
19949,3,16,,Standard,45,5.43,4.62,0.0,10.05
19950,4,1,,Free,23,6.25,1.69,0.0,7.94
19951,1,6,,Standard,72,7.08,7.68,0.0,14.76
19952,5,1,,Standard,134,1.69,18.95,0.0,20.64
19953,2,9,,Time Limited,44,2.21,5.99,0.0,8.2
19954,5,16,61.0,Member,138,3.78,17.13,2.09,18.82
19955,1,10,,Standard,122,3.26,11.1,0.0,14.36
19956,2,11,,Standard,66,1.43,9.13,0.0,10.56
19957,5,12,,Time Limited,81,5.41,5.06,0.0,10.47
19958,2,13,6.0,Member,132,7.18,10.13,0.0,17.31
19959,5,4,,Time Limited,40,7.55,3.0,0.0,10.55
19960,3,10,,Standard,84,1.66,8.15,2.55,7.26
19961,4,5,,Standard,93,6.23,13.97,0.38,19.82
19962,1,14,64.0,Member,134,5.0,12.23,0.0,17.23
19963,2,1,,Standard,118,7.74,17.05,2.27,22.52
19964,2,7,,Standard,128,5.41,18.69,0.0,24.1
19965,1,11,,Free,58,3.76,7.17,0.0,10.93
19966,3,1,5.0,Member,52,6.17,4.84,0.0,11.01
19967,5,5,57.0,Member,102,5.52,10.83,0.0,16.35
19968,1,2,,Standard,51,1.26,3.73,0.0,4.99
19969,3,16,,Standard,88,6.71,12.43,0.0,19.14
19970,2,11,,Standard,83,6.02,11.96,1.64,16.34
19971,4,7,13.0,Member,132,7.37,14.15,0.23,21.29
19972,1,12,,Time Limited,80,1.52,6.0,0.0,7.52
19973,3,16,52.0,Member,69,7.86,6.8,0.0,14.66
19974,2,1,,Administrator,19,5.92,1.18,0.0,7.1
19975,5,7,,Time Limited,84,2.71,11.31,0.0,14.02
19976,2,14,49.0,Member,58,4.4,7.14,0.0,11.54
19977,3,2,,Time Limited,58,2.88,4.27,0.0,7.15
19978,3,9,,Standard,141,5.85,9.89,0.0,15.74
19979,5,12,6.0,Member,91,7.13,13.96,0.0,21.09
19980,5,12,,Standard,134,2.07,11.58,0.0,13.65
19981,5,2,,Free,33,2.85,4.63,0.0,7.48
19982,3,16,,Standard,83,1.84,13.09,0.0,14.93
19983,5,14,,Standard,84,6.3,5.67,0.0,11.97
19984,5,14,,Time Limited,52,7.54,5.89,0.67,12.76
19985,1,7,,Time Limited,41,2.75,3.17,0.0,5.92
19986,5,6,3.0,Member,139,6.18,10.04,0.0,16.22
19987,3,15,,Standard,109,4.29,14.01,0.0,18.3
19988,5,2,10.0,Member,53,5.91,8.19,2.23,11.87
19989,3,7,,Administrator,41,5.09,5.17,0.0,10.26
19990,5,15,58.0,Member,103,3.09,11.87,1.3,13.66
19991,2,14,,Standard,50,4.32,6.79,0.0,11.11
19992,2,7,,Time Limited,82,3.96,9.36,2.2,11.12
19993,5,3,,Standard,99,7.21,13.58,0.0,20.79
19994,1,6,,Standard,41,2.37,2.86,0.0,5.23
19995,5,9,,Standard,45,7.3,7.06,0.0,14.36
19996,3,8,,Standard,102,5.87,8.11,0.0,13.98
19997,4,10,,Time Limited,32,4.19,3.02,0.0,7.21
19998,3,15,,Standard,140,2.59,9.2,0.0,11.79
19999,1,2,,Standard,134,4.01,21.2,0.0,25.21
20000,4,3,,Time Limited,83,3.0,7.84,0.0,10.84
20001,3,1,34.0,Member,78,3.08,10.9,1.75,12.23
20002,2,15,1.0,Member,52,7.03,4.01,0.89,10.15
20003,2,10,,Standard,84,2.92,6.05,0.0,8.97
20004,5,4,,Free,57,0.3,8.43,0.64,8.09
20005,3,13,11.0,Member,162,2.26,9.97,0.0,12.23
20006,1,7,6.0,Member,116,1.69,16.35,0.0,18.04
20007,2,8,,Standard,45,3.28,7.11,0.0,10.39
20008,3,15,,Standard,92,0.99,11.82,0.0,12.81
20009,4,11,,Standard,92,5.64,6.32,0.63,11.33
20010,2,10,1.0,Member,171,5.5,16.83,0.0,22.33
20011,3,4,,Standard,132,4.13,19.55,0.0,23.68
20012,2,12,57.0,Member,84,1.98,10.25,2.69,9.54
20013,3,16,,Standard,147,2.35,13.1,0.0,15.45
20014,3,4,,Standard,54,5.72,6.18,0.0,11.9
20015,2,14,2.0,Member,138,3.4,12.64,0.0,16.04
20016,5,3,,Standard,136,0.64,9.27,0.0,9.91
20017,2,8,,Standard,47,2.6,4.09,0.0,6.69
20018,4,13,,Free,42,5.14,3.82,0.49,8.47
20019,1,5,,Standard,97,0.24,7.89,0.0,8.13
20020,5,6,,Standard,79,6.33,5.77,0.0,12.1
20021,2,14,,Standard,106,6.27,8.31,0.0,14.58
20022,2,6,,Standard,101,7.58,15.9,0.0,23.48
20023,2,11,,Time Limited,53,7.48,3.59,2.25,8.82
20024,4,1,46.0,Member,73,3.54,4.48,0.0,8.02
20025,4,7,,Standard,54,1.36,4.0,0.0,5.36
20026,2,8,33.0,Member,126,0.67,19.24,0.0,19.91
20027,1,10,16.0,Member,101,6.13,15.83,0.0,21.96
20028,2,12,,Standard,93,2.59,10.57,0.0,13.16
20029,2,2,7.0,Member,73,4.22,9.4,0.0,13.62
20030,2,16,,Administrator,38,3.0,4.56,1.79,5.77
20031,1,8,8.0,Member,96,7.25,6.55,0.09,13.71
20032,1,11,2.0,Member,105,7.49,15.59,0.21,22.87
20033,2,16,7.0,Member,100,2.26,10.34,0.0,12.6
20034,1,10,5.0,Member,103,1.08,12.49,0.0,13.57
20035,4,2,,Standard,84,7.42,10.21,1.77,15.86
20036,3,13,1.0,Member,58,5.91,5.99,2.21,9.69
20037,5,4,,Standard,72,5.65,7.86,0.0,13.51
20038,2,15,,Standard,129,7.97,11.65,0.43,19.19
20039,5,13,4.0,Member,162,3.7,25.25,0.0,28.95
20040,2,9,,Free,32,3.08,5.04,1.51,6.61
20041,5,6,47.0,Member,124,6.44,18.65,0.0,25.09
20042,5,11,,Standard,105,7.4,14.19,1.76,19.83
20043,3,16,,Standard,38,5.12,2.7,0.19,7.63
20044,5,6,10.0,Member,66,2.6,9.2,0.0,11.8
20045,2,7,,Free,19,4.3,2.72,0.0,7.02
20046,5,3,,Standard,63,5.1,4.79,0.0,9.89
20047,2,9,50.0,Member,71,2.44,8.13,0.0,10.57
20048,3,10,46.0,Member,150,7.08,20.0,0.0,27.08
20049,2,10,41.0,Member,89,0.46,14.08,1.08,13.46
20050,5,2,,Standard,89,5.33,9.57,0.0,14.9
20051,5,8,,Time Limited,44,4.07,5.84,0.0,9.91
20052,3,12,,Time Limited,45,7.11,5.15,0.0,12.26
20053,4,13,,Administrator,21,3.83,1.76,0.0,5.59
20054,2,5,58.0,Member,60,1.53,7.0,1.08,7.45
20055,3,13,,Administrator,24,6.56,1.51,0.0,8.07
20056,1,6,,Time Limited,31,7.17,2.21,0.0,9.38
20057,2,13,,Standard,46,3.77,5.62,0.0,9.39
20058,4,4,,Standard,139,3.98,13.36,0.0,17.34
20059,5,13,,Standard,96,6.95,13.09,0.74,19.3
20060,3,1,,Standard,131,0.42,16.05,0.0,16.47
20061,3,8,,Standard,81,0.0,4.99,2.93,2.06
20062,4,7,,Free,38,6.54,4.6,0.0,11.14
20063,1,4,,Standard,120,6.19,8.36,0.0,14.55
20064,3,16,,Standard,126,3.86,14.47,0.0,18.33
20065,3,11,,Time Limited,48,2.96,5.54,2.18,6.32
20066,2,11,21.0,Member,72,6.75,9.86,0.0,16.61
20067,4,3,62.0,Member,98,2.08,11.25,0.0,13.33
20068,5,10,,Standard,90,3.17,13.08,0.0,16.25
20069,4,8,,Standard,124,7.15,12.08,1.11,18.12
20070,2,13,,Standard,77,4.34,6.92,0.0,11.26
20071,4,5,,Time Limited,42,5.21,3.08,0.0,8.29
20072,3,14,,Standard,55,4.79,8.44,0.12,13.11
20073,4,10,,Standard,126,1.34,11.39,0.14,12.59
20074,3,1,,Standard,118,1.05,9.35,1.91,8.49
20075,2,6,31.0,Member,175,2.53,22.23,0.0,24.76
20076,3,8,,Standard,90,5.26,6.42,0.2,11.48
20077,4,7,,Free,45,1.3,5.23,0.0,6.53
20078,1,7,24.0,Member,165,4.92,21.92,0.0,26.84
20079,5,5,3.0,Member,122,5.3,18.26,1.27,22.29
20080,2,14,2.0,Member,93,1.82,9.87,0.29,11.4
20081,1,3,,Standard,108,0.76,9.58,2.73,7.61
20082,1,14,62.0,Member,171,5.64,14.37,0.0,20.01
20083,5,9,,Standard,36,0.34,3.87,0.0,4.21
20084,1,5,,Standard,38,0.4,5.82,0.0,6.22
20085,2,4,,Standard,149,6.17,13.6,0.0,19.77
20086,2,12,,Standard,52,7.98,3.27,0.0,11.25
20087,3,4,,Time Limited,39,7.11,6.04,0.36,12.79
20088,1,16,9.0,Member,166,2.69,20.93,0.34,23.28
20089,1,7,65.0,Member,86,5.98,10.9,1.88,15.0
20090,3,5,28.0,Member,146,1.37,9.31,0.0,10.68
20091,2,3,,Standard,102,7.78,7.06,0.0,14.84
20092,2,15,,Standard,47,0.58,6.61,0.0,7.19
20093,2,12,,Administrator,18,5.38,1.68,0.0,7.06
20094,3,16,,Administrator,44,7.84,5.56,0.0,13.4
20095,2,14,,Standard,88,7.08,6.98,0.0,14.06
20096,5,7,,Free,52,0.74,7.15,0.0,7.89
20097,5,14,,Standard,134,5.83,11.85,1.06,16.62
20098,3,3,,Standard,71,0.08,7.32,0.56,6.84
20099,5,13,,Standard,61,0.25,6.52,0.0,6.77
20100,3,7,29.0,Member,161,3.98,17.68,0.0,21.66
20101,2,2,33.0,Member,97,5.8,11.55,0.0,17.35
20102,1,15,,Standard,110,3.62,15.53,0.1,19.05
20103,2,9,,Standard,85,3.86,11.71,0.0,15.57
20104,4,3,36.0,Member,50,2.79,3.81,0.0,6.6
20105,4,2,,Standard,113,4.03,7.61,0.0,11.64
20106,5,10,,Standard,108,7.14,10.33,2.23,15.24
20107,5,5,20.0,Member,180,0.59,21.14,0.0,21.73
20108,4,7,4.0,Member,102,4.0,10.82,0.0,14.82
20109,4,3,52.0,Member,71,3.85,11.04,0.0,14.89
20110,2,6,,Administrator,10,6.27,0.94,0.0,7.21
20111,2,3,,Standard,32,2.63,2.77,0.0,5.4
20112,3,11,,Standard,68,0.37,9.34,0.0,9.71
20113,5,9,,Standard,84,7.73,9.14,2.29,14.58
20114,5,4,13.0,Member,129,1.54,8.13,0.0,9.67
20115,4,6,3.0,Member,141,3.69,14.41,0.0,18.1
20116,1,11,,Time Limited,47,6.68,3.96,0.0,10.64
20117,3,4,,Standard,111,3.34,15.53,1.2,17.67
20118,1,13,,Standard,37,6.94,2.81,0.0,9.75
20119,1,10,,Standard,48,2.74,7.22,0.0,9.96
20120,5,16,,Standard,130,4.57,8.56,0.19,12.94
20121,2,9,,Standard,80,1.14,11.15,0.0,12.29
20122,3,5,57.0,Member,147,0.89,16.61,2.56,14.94
20123,4,6,,Standard,101,6.67,9.12,0.0,15.79
20124,5,4,34.0,Member,121,2.01,8.71,0.0,10.72
20125,5,10,33.0,Member,92,6.28,13.41,0.0,19.69
20126,5,1,29.0,Member,94,6.59,13.04,2.49,17.14
20127,1,16,,Standard,53,3.31,7.65,0.0,10.96
20128,3,7,,Standard,68,4.2,6.16,2.12,8.24
20129,4,8,,Standard,69,6.19,9.67,0.0,15.86
20130,1,6,,Standard,46,3.22,5.0,0.0,8.22
20131,1,2,,Time Limited,62,4.91,6.03,0.0,10.94
20132,2,9,58.0,Member,163,4.5,10.51,0.0,15.01
20133,2,15,58.0,Member,60,0.36,6.37,2.64,4.09
20134,4,7,,Standard,43,5.06,3.55,0.0,8.61
20135,1,8,,Standard,128,4.64,9.11,0.0,13.75
20136,2,7,,Standard,55,5.8,3.88,0.0,9.68
20137,2,9,,Time Limited,89,5.01,5.51,0.49,10.03
20138,4,14,,Standard,48,6.12,5.02,0.0,11.14
20139,1,4,60.0,Member,60,2.86,8.26,2.45,8.67
20140,4,14,29.0,Member,57,2.32,8.72,0.0,11.04
20141,2,1,,Standard,56,1.03,6.62,0.0,7.65
20142,4,3,,Free,42,6.35,5.34,2.98,8.71
20143,4,4,40.0,Member,157,5.6,21.65,0.0,27.25
20144,5,10,45.0,Member,84,2.49,6.45,0.0,8.94
20145,5,14,,Standard,73,3.51,8.39,0.0,11.9
20146,4,15,,Free,56,7.94,3.67,0.0,11.61
20147,1,13,,Standard,135,3.61,10.83,0.0,14.44
20148,4,12,,Standard,102,5.78,15.91,0.0,21.69
20149,5,1,,Standard,90,1.07,7.81,1.7,7.18
20150,3,9,,Standard,102,3.69,14.4,0.0,18.09
20151,1,11,,Time Limited,32,7.17,2.99,0.0,10.16
20152,1,6,,Standard,110,4.53,7.02,0.0,11.55
20153,2,6,12.0,Member,178,2.26,20.33,0.0,22.59
20154,1,7,59.0,Member,89,1.19,12.88,1.35,12.72
20155,5,12,,Standard,143,3.0,19.8,0.0,22.8
20156,3,10,1.0,Member,137,6.19,20.23,0.67,25.75
20157,2,9,,Standard,98,5.9,7.58,0.0,13.48
20158,2,14,,Free,49,4.6,5.54,1.54,8.6
20159,2,16,8.0,Member,107,6.92,14.99,0.0,21.91
20160,5,11,40.0,Member,89,7.87,14.21,0.0,22.08
20161,2,1,,Standard,143,3.53,14.04,0.0,17.57
20162,3,10,3.0,Member,139,7.24,9.5,1.45,15.29
20163,5,11,,Standard,50,5.17,5.03,0.0,10.2
20164,1,16,4.0,Member,172,5.23,19.7,0.0,24.93
20165,2,12,,Standard,97,5.6,11.7,0.0,17.3
20166,5,16,,Standard,54,7.87,3.95,0.0,11.82
20167,1,9,10.0,Member,157,4.02,17.52,0.0,21.54
20168,3,9,,Standard,54,3.19,5.56,0.0,8.75
20169,3,4,,Standard,113,4.29,17.46,0.0,21.75
20170,4,7,,Standard,91,6.05,6.43,0.0,12.48
20171,2,10,,Standard,69,0.65,4.96,0.0,5.61
20172,4,12,,Standard,61,5.45,7.35,0.0,12.8
20173,3,16,,Standard,84,6.97,7.53,1.33,13.17
20174,1,4,2.0,Member,82,4.21,6.06,0.0,10.27
20175,4,2,,Administrator,24,2.97,1.65,0.0,4.62
20176,4,8,,Standard,80,5.48,8.55,1.52,12.51
20177,4,6,63.0,Member,100,4.28,6.07,0.0,10.35
20178,2,11,,Time Limited,47,7.86,6.85,0.0,14.71
20179,1,5,5.0,Member,120,2.08,17.41,0.0,19.49
20180,2,9,,Standard,136,5.12,16.79,1.95,19.96
20181,5,8,,Standard,76,4.57,9.63,0.0,14.2
20182,1,8,,Time Limited,39,2.41,3.9,0.0,6.31
20183,1,13,30.0,Member,75,1.84,6.2,0.0,8.04
20184,5,3,,Standard,59,5.78,5.16,0.0,10.94
20185,3,16,4.0,Member,135,2.46,9.78,0.0,12.24
20186,2,12,,Standard,45,2.79,5.83,0.0,8.62
20187,3,14,,Standard,53,2.19,6.22,0.0,8.41
20188,3,16,,Standard,135,3.54,10.98,0.0,14.52
20189,3,11,,Standard,113,2.6,11.81,0.0,14.41
20190,2,13,,Standard,143,4.8,19.4,0.0,24.2
20191,1,14,,Standard,113,2.31,11.65,0.0,13.96
20192,3,2,6.0,Member,63,7.3,8.57,0.0,15.87
20193,3,2,,Standard,118,4.27,17.73,0.0,22.0
20194,4,13,,Standard,96,0.63,7.43,0.0,8.06
20195,2,15,56.0,Member,103,4.7,8.67,0.62,12.75
20196,1,5,,Standard,47,6.07,4.57,0.0,10.64
20197,2,2,64.0,Member,101,2.56,10.61,0.0,13.17
20198,2,12,,Standard,127,4.78,17.52,0.0,22.3
20199,4,5,,Standard,86,6.08,12.42,0.0,18.5
20200,4,14,,Standard,68,7.21,7.04,0.0,14.25
20201,1,1,10.0,Member,177,4.67,27.77,1.62,30.82
20202,3,9,,Free,44,0.36,3.19,0.0,3.55
20203,3,15,,Standard,139,5.51,10.39,2.23,13.67
20204,1,13,10.0,Member,165,7.95,21.83,0.0,29.78
20205,3,2,18.0,Member,156,4.84,12.52,0.0,17.36
20206,1,16,,Free,59,2.24,6.6,0.09,8.75
20207,5,7,,Standard,92,1.81,7.56,0.0,9.37
20208,4,1,,Standard,139,7.59,13.74,0.0,21.33
20209,1,16,,Standard,141,1.34,15.23,0.0,16.57
20210,4,7,,Standard,31,6.5,4.73,0.0,11.23
20211,1,13,,Standard,106,2.92,9.85,0.0,12.77
20212,1,15,,Time Limited,41,2.44,3.87,0.0,6.31
20213,1,5,,Standard,81,4.9,10.66,0.0,15.56
20214,1,6,,Free,47,2.91,5.41,2.92,5.4
20215,3,11,,Time Limited,66,3.37,5.91,0.0,9.28
20216,2,1,,Administrator,11,7.29,1.55,0.0,8.84
20217,5,5,38.0,Member,97,7.79,14.61,0.0,22.4
20218,2,9,21.0,Member,63,7.01,8.36,0.0,15.37
20219,1,11,37.0,Member,78,2.38,5.06,0.0,7.44
20220,3,8,,Standard,79,0.13,7.48,2.21,5.4
20221,2,7,,Standard,94,3.35,12.06,2.31,13.1
20222,4,14,16.0,Member,113,6.32,11.52,0.0,17.84
20223,4,14,,Standard,129,3.19,17.59,0.0,20.78
20224,4,14,44.0,Member,140,5.87,10.29,0.0,16.16
20225,3,11,,Standard,149,3.47,12.24,0.0,15.71
20226,4,5,6.0,Member,87,7.84,11.85,0.0,19.69
20227,4,10,,Time Limited,76,4.89,7.25,0.0,12.14
20228,5,8,,Standard,47,1.8,3.96,0.0,5.76
20229,4,2,58.0,Member,159,0.25,20.4,0.0,20.65
20230,5,10,,Standard,114,2.2,12.25,1.63,12.82
20231,1,7,,Standard,147,0.31,19.74,0.0,20.05
20232,2,5,52.0,Member,169,7.31,19.27,2.96,23.62
20233,2,7,,Standard,44,2.82,2.97,0.0,5.79
20234,1,9,,Standard,48,5.08,7.52,0.0,12.6
20235,3,11,,Administrator,45,3.91,6.68,2.94,7.65
20236,4,4,,Standard,145,3.55,17.62,0.0,21.17
20237,2,2,,Standard,56,0.05,4.87,0.0,4.92
20238,5,6,4.0,Member,52,1.07,6.01,0.0,7.08
20239,5,6,,Standard,81,7.1,7.75,0.0,14.85
20240,2,4,,Standard,100,3.79,12.62,0.94,15.47
20241,3,9,,Standard,106,7.79,11.64,0.0,19.43
20242,4,4,,Standard,91,4.74,9.97,2.8,11.91
20243,1,12,11.0,Member,120,2.2,10.9,0.0,13.1
20244,2,5,46.0,Member,71,1.41,7.85,0.0,9.26
20245,3,15,,Standard,105,7.33,14.59,0.0,21.92
20246,1,11,,Standard,49,7.3,3.38,0.36,10.32
20247,1,6,,Free,41,1.29,4.06,0.0,5.35
20248,5,14,,Standard,90,0.36,12.12,0.0,12.48
20249,1,15,,Administrator,30,4.76,4.37,0.0,9.13
20250,2,1,,Standard,87,2.19,9.19,0.0,11.38
20251,1,5,48.0,Member,102,5.79,11.54,0.0,17.33
20252,3,12,45.0,Member,124,4.99,10.11,0.0,15.1
20253,3,6,35.0,Member,177,0.9,22.98,0.0,23.88
20254,3,1,,Standard,94,7.09,11.6,0.0,18.69
20255,1,5,64.0,Member,153,3.35,14.74,1.64,16.45
20256,2,13,,Standard,115,2.02,12.88,2.38,12.52
20257,1,5,,Standard,108,3.61,12.11,0.0,15.72
20258,4,9,,Standard,84,0.03,12.49,0.0,12.52
20259,5,11,,Standard,149,0.79,9.84,0.0,10.63
20260,4,3,58.0,Member,71,7.9,7.69,0.0,15.59
20261,5,12,,Standard,84,4.04,11.14,0.0,15.18
20262,2,12,,Time Limited,42,7.13,5.37,0.0,12.5
20263,2,12,20.0,Member,57,6.73,7.05,0.0,13.78
20264,3,9,,Time Limited,30,7.65,4.11,0.0,11.76
20265,4,14,,Standard,144,7.0,10.9,0.0,17.9
20266,4,13,5.0,Member,89,6.28,6.84,1.81,11.31
20267,5,1,,Standard,73,3.3,10.72,0.81,13.21
20268,3,8,,Standard,71,0.16,8.82,0.0,8.98
20269,2,12,,Standard,126,7.92,18.56,0.0,26.48
20270,4,8,,Standard,118,5.02,14.18,0.0,19.2
20271,2,6,5.0,Member,149,1.78,13.55,0.0,15.33
20272,4,14,,Free,40,6.56,4.88,0.0,11.44
20273,1,10,,Standard,92,4.01,6.78,0.0,10.79
20274,1,16,,Standard,66,3.98,9.09,0.0,13.07
20275,3,8,,Standard,60,4.36,8.22,0.0,12.58
20276,1,9,,Standard,39,7.04,5.62,0.0,12.66
20277,3,4,,Standard,116,1.99,13.49,0.0,15.48
20278,5,8,,Free,16,7.47,1.43,2.78,6.12
20279,4,12,,Administrator,25,2.23,1.77,0.0,4.0
20280,1,3,,Standard,33,4.9,2.99,0.0,7.89
20281,1,9,,Standard,84,2.52,6.62,1.52,7.62
20282,5,4,3.0,Member,137,1.16,18.28,1.08,18.36
20283,2,7,,Standard,131,3.95,9.16,2.17,10.94
20284,2,4,,Standard,48,6.44,7.31,0.0,13.75
20285,4,14,,Standard,73,7.36,10.52,0.0,17.88
20286,2,8,49.0,Member,55,0.61,6.71,0.0,7.32
20287,4,14,6.0,Member,102,6.62,11.45,0.0,18.07
20288,5,16,,Administrator,22,4.62,2.48,0.0,7.1
20289,4,1,,Standard,142,0.54,12.45,0.0,12.99
20290,1,14,,Administrator,20,5.27,2.91,0.0,8.18
20291,2,13,20.0,Member,45,3.83,5.92,0.0,9.75
20292,3,14,,Standard,57,6.1,8.98,0.0,15.08
20293,5,16,,Standard,68,7.78,6.36,0.0,14.14
20294,4,16,,Standard,84,2.7,11.96,2.59,12.07
20295,3,12,18.0,Member,78,1.99,11.83,0.0,13.82
20296,5,15,,Standard,31,0.86,3.93,0.0,4.79
20297,2,5,18.0,Member,171,4.79,20.64,0.0,25.43
20298,4,15,,Standard,57,3.66,8.69,2.85,9.5
20299,1,12,,Administrator,39,6.15,6.08,0.0,12.23
20300,1,10,,Standard,93,5.38,12.61,0.0,17.99
20301,4,5,,Standard,128,7.16,9.01,0.0,16.17
20302,1,2,48.0,Member,154,7.81,16.38,2.59,21.6
20303,3,9,7.0,Member,128,7.97,14.6,0.0,22.57
20304,2,8,,Standard,127,4.01,9.28,0.0,13.29
20305,2,3,10.0,Member,61,5.42,7.21,0.0,12.63
20306,5,15,,Time Limited,46,4.85,7.06,0.0,11.91
20307,4,3,,Standard,56,3.94,6.93,0.0,10.87
20308,3,7,9.0,Member,172,6.9,15.4,0.0,22.3
20309,2,1,,Standard,75,0.49,8.9,0.0,9.39
20310,2,9,15.0,Member,76,6.34,5.81,0.0,12.15
20311,5,12,,Standard,64,4.85,8.48,0.0,13.33
20312,4,10,13.0,Member,93,2.08,9.68,0.0,11.76
20313,5,1,,Standard,62,7.78,6.15,2.12,11.81
20314,5,2,,Standard,123,3.12,14.6,0.0,17.72
20315,2,13,,Standard,41,2.11,4.15,0.0,6.26
20316,3,1,,Standard,56,6.58,4.59,0.0,11.17
20317,2,15,,Standard,46,6.02,3.9,0.0,9.92
20318,4,9,,Standard,32,1.21,3.75,0.0,4.96
20319,5,11,,Standard,95,3.62,7.49,0.0,11.11
20320,2,12,13.0,Member,96,1.1,12.83,1.06,12.87
20321,2,4,,Standard,71,2.48,11.35,0.0,13.83
20322,1,2,,Free,38,1.9,3.71,2.35,3.26
20323,5,6,,Standard,99,3.33,10.65,0.0,13.98
20324,5,14,,Time Limited,73,2.96,6.15,0.0,9.11
20325,2,16,,Standard,130,2.51,9.5,0.0,12.01
20326,1,6,58.0,Member,91,0.98,14.09,0.0,15.07
20327,4,14,18.0,Member,74,3.29,11.3,0.31,14.28
20328,2,14,10.0,Member,51,7.73,3.31,0.0,11.04
20329,4,16,,Standard,46,0.42,6.02,0.0,6.44
20330,5,1,,Standard,36,2.73,5.07,0.0,7.8
20331,5,7,,Standard,89,5.93,7.74,0.0,13.67
20332,5,12,,Standard,69,5.22,10.79,0.0,16.01
20333,2,10,,Standard,133,4.68,12.39,0.0,17.07
20334,2,9,,Standard,100,3.75,12.1,0.05,15.8
20335,2,7,37.0,Member,86,1.84,5.88,1.91,5.81
20336,5,14,8.0,Member,151,1.99,23.51,0.0,25.5
20337,3,14,58.0,Member,62,1.75,6.18,0.0,7.93
20338,5,9,,Standard,112,3.23,9.23,0.0,12.46
20339,1,15,18.0,Member,136,4.91,11.79,0.0,16.7
20340,2,10,,Standard,128,1.83,8.03,0.0,9.86
20341,1,6,6.0,Member,50,0.98,6.5,1.95,5.53
20342,1,13,,Free,19,3.33,2.38,0.0,5.71
20343,5,5,,Standard,55,6.95,6.56,0.0,13.51
20344,2,14,,Standard,74,4.4,7.42,0.0,11.82
20345,3,11,1.0,Member,162,4.9,9.94,0.0,14.84
20346,3,13,,Standard,104,6.77,6.25,0.0,13.02
20347,1,8,6.0,Member,46,4.49,5.81,0.0,10.3
20348,3,8,,Standard,69,2.13,9.53,1.95,9.71
20349,5,14,21.0,Member,151,4.28,23.91,0.7,27.49
20350,2,4,,Administrator,40,7.0,3.74,0.0,10.74
20351,2,7,5.0,Member,67,0.92,9.43,0.05,10.3
